company_name,description,status,first_partnered_year,company_url,logo_url,source_url,scraped_at
AutoFi,AutoFi is a POS platform that automates vehicle purchasing and financing.,Active,2015,http://www.autofi.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d916a87384ae6988a1c2f1_AutoFi.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Ava,Ava is an accessibility platform providing live captions for deaf and heard-of-hearing people.,Active,2015,http://www.ava.me,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d9172cdee1a1565055a5fd_Ava.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Axial,"Axios is a private deal network for middle market owners, advisors, and investors.",Active,2010,http://www.axial.net,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d919f05047aac367e39948_Axial.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Axios,"Axios is an efficient news platform championing ""smart brevity.""",Exited,2016,http://www.axios.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d91a1053711039b4df5751_Axios.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Ayoh Foods,Ayoh Foods is Molly Baz's saucy mayo brand.,Active,2024,https://eatayoh.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e66884e20cdeb35e3b0614_Ayoh%20logo.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
BarkBox,BarkBox is makes products that foster the health and happiness of dogs.,Exited,2012,http://bark.co/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d91aa3ae6e525671c4aa87_BarkBox.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
BaubleBar,"BaubleBar is a one-stop retailer for affordable, on-trend fashion jewelry.",Active,2010,http://www.baublebar.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dfae507bfb9fd945d98d0f_baublebar.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Birchbox,Birchbox is commerce platform for personalized beauty products.,Exited,2010,http://www.birchbox.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d91c6b1659d6b664db1ce0_Birchbox.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Birdstop,Birdstop is the remote sensing platform for national critical infrastructure.,Active,2023,https://www.birdstop.io/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d91c9f9aabe0b34066998e_Birdstop.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Blade,Blade is a short-distance aviation company.,Exited,2017,https://blade.flyblade.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dfaf467c4c9699277dbe83_blade.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Block,Block is the platform transforming the renovation industry.,Active,2018,https://www.blockrenovation.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d91cd1ed90463a36be6348_Block.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Bloglovin',Bloglovin' is the blog platform connecting creators.,Exited,2012,https://www.bloglovin.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d91d32d7698a1c65b24197_Bloglovin%27.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Bluefin Labs,Bluefin Labs is a social TV analytics platform.,Exited,2010,http://www.twitter.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dfafa006fb395424f034a3_bluefin-labs.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Board,Board is the first ever face-to-face game console designed to bring people together.,Active,2022,https://board.fun/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d91df512d6fbe52054b576_Board.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Bookkeep,Bookkeep is an accounting automation tool.,Active,2021,https://www.bookkeep.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d91e27aedd655d166694e1_Bookkeep.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
BRAMI,"Brami is the maker of plant-based, Italian-inspired food products.",Active,2015,https://bramisnacks.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d91a5ca411e301816b64cc_BRAMI.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Branch,Branch Media builds social products to empower conversation.,Exited,2012,https://about.facebook.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d92bfc2275904fc11379a8_Branch.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Brandtale,Brandtale is a marketing intelligence platform.,Exited,2015,http://www.brandtale.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e69ac426ef1c1d5d1dc7ba_numerator.com.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Brit + Co,Brit + Co is a digital media company for women with creative spirit.,Exited,2013,https://www.brit.co/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d92c19b4e98dcc790ad6ba_Brit%20%2B%20Co.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Built AI,BuiltAI is the AI-powered modeling platform for real estate professionals.,Active,2025,https://www.builtai.co/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d92c3485d23740c3261fe8_Built%20AI.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
BuzzFeed,BuzzFeed is a social news and entertainment platform.,Exited,2010,http://www.buzzfeed.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d92c7e55fe90801fe367d7_BuzzFeed.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Cabana,Cabana is a mobile app development platform.,Exited,2011,http://www.twitter.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e69a848ec3ad1ec55194f0_Cabana-logo.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Caladan,Caladan is a biotech platform for synthetic biology and biomanufacturing.,Active,2023,https://caladan.bio/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d92d2f22ab42c88cabfe7b_Caladan.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
CAMP,CAMP is a family experience company.,Active,2018,https://camp.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d92cd6cbe39e87a6383597_CAMP.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Cantina,Cantina is the most advanced AI character creator.,Exited,2012,https://www.cantina.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d92d5196bde2099c144c97_Cantina.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Capitalize,Capitalize is the platform that turns data into CRE deals,Active,2024,https://www.capitalize.io/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d92d777da683a12447535b_Capitalize.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Casa,Casa provides the safest way to store your bitcoin.,Active,2018,https://keys.casa/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d92d9f77fbf28a9e23c356_Casa.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Casper,Casper is the designer of sleep products.,Exited,2014,https://casper.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d92e66994b3fbd9f114795_Casper.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Cellular Intelligence,Cellular Intelligence is the first universal virtual cell-signaling model.,Active,2023,https://www.cellularintelligence.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d92e865b9b98bb1015f934_Cellular%20Intelligence.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Celtra,Celtra is the digital advertising platform for streamlining workflows.,Exited,2016,https://www.celtra.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d93239ec42a4d54a76f4ed_Celtra.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Chartbeat,Chartbeat is an analytics platform for deepening audience connections.,Exited,2010,http://www.chartbeat.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d932ccfd857786b620644c_Chartbeat.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Chubbies,Chubbies is an e-commerce platform.,Exited,2014,http://www.chubbiesshorts.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d93317d2362378c3e053ff_Chubbies.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Climatic,Climatic is the first daily lung health system.,Active,2025,https://www.climatichealth.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d93f8321a61037da7c178a_Climatic.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Cocoon,Cocoon is a private social app for close relationships.,Exited,2019,https://cocoon.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d93f9f6d2380488a55e4fb_Cocoon.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Code Climate,Code Climate is a development platform for managing code quality.,Active,2014,https://codeclimate.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d93fc3e66ec7673159c91d_Code%20Climate.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Companion,Companion is a training platform for dogs powered by machine learning and robotics.,Active,2021,https://joincompanion.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e76c90bcfb848ef2218809_Companion%20(2).svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Compose,Compose is a data base service platform for data stores.,Exited,2011,http://www.compose.io,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d93fe1d9865ce966875970_Compose.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Confide,Confide is an off-the-record messenger.,Exited,2014,http://www.getconfide.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e76cae246af2803c269ae4_confide-logo.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Conflixis,Conflixis helps enterprises manage conflicts of interest.,Active,2024,https://www.conflixis.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d9401d9abc5491419cd5ed_Conflixis.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Cord Project,Cord is a high-speed voice messaging app.,Exited,2014,https://www.spotify.com/us/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e69b75f140026f25483152_Cord%20Project.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Cotopaxi,Cotopaxi is a sustainable outdoor apparel brand.,Active,2014,http://cotopaxi.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d94059b882e3392ce79af5_Cotopaxi.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Cover,Cover is a mobile payments app for restaurants.,Exited,2013,http://www.paywithcover.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dfb08d7d26ca9742705fa7_Cover.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Crossing Minds,Crossing Minds is an AI-powered recommendation platform driving online discovery.,Exited,2018,https://www.crossingminds.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d9408c5d9990dc08b56ad6_Crossing%20Minds.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
CrowdTangle,CrowdTangle is a content discovery tool for the social web.,Exited,2014,http://www.crowdtangle.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e0ea9adb761d20aa680945_crowdtangle.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
CryptTV,CryptTV is the creator of online horror stories.,Exited,2017,http://crypttv.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e69c8de52d3961196a59d3_CryptTV.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Cue,Cue uses data from online accounts to provide users with daily activity updates.,Exited,2010,http://www.apple.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d940cd0e0f935a6ea44640_Cue.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Culture IQ,CultureIQ is a strategic culture management solution.,Exited,2015,http://cultureiq.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dfb0d570e95928c710e1d0_culture-iq.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Cure,Cure is a science-backed beverage brand offering plant-based electrolyte drink mixes.,Active,2020,https://www.curehydration.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d940f0e6995cbbb4470099_Cure.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
CUUP,CUUP is the designer of inclusive lingerie.,Exited,2019,https://shopcuup.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d92cf36c9ad72827cbb41e_CUUP.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
DailyBooth,DailyBooth was a photoblogging website.,Exited,2011,http://www.airbnb.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e69cde94df48112d886774_DailyBooth.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Databand,Databand is an observability platform that enables data teams to monitor pipeline health.,Exited,2019,https://databand.ai/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e69d2f1b9d48257117a543_Databand%20(2).svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
DataSnap,Datasnap.io provides insights into consumer engagement with the physical world.,Exited,2014,https://www.home.neustar/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dfb1434e27dd6bfb0931e3_Datasnap.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Daylight,Daylight facilitates energy renovations for lower bills and a comfortable home.,Active,2022,https://godaylight.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d941700455d17b33775c3a_Daylight.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Dering Hall,Dering Hall is an online marketplace for high-end furnishing and home products.,Exited,2012,http://www.deringhall.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d941a09abc5491419d145d_Dering%20Hall.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Dia & Co.,Dia&Co is digital-first retailer exclusively serving women sizes 14 and up.,Exited,2015,http://www.dia.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d941bb96ab542b7c476b51_Dia%20%26%20Co.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Digital Genius,DigitalGenius is an AI-powered customer service platform.,Active,2015,http://digitalgenius.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dfb182814c6e9d52384838_digital-genius.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Disclo,Disclo is the workplace disclosure and accommodation management platform.,Active,2021,https://www.disclo.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d941dba234dc71ff05ec38_Disclo.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Dispatch,Dispatch is a project management tool for teams.,Exited,2011,http://www.meetup.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e0edca50c3f02e6e982fb8_meetup.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
DocSend,DocSend is a platform for managing documents and improving deal conversion.,Exited,2013,http://www.docsend.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d942087f710477779329e9_DocSend.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Doctor on Demand,Doctor on Demand is a video medicine practice connecting patients healthcare providers.,Exited,2013,http://www.doctorondemand.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d94222d7b3478ba819069f_Doctor%20on%20Demand.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Dragon,Dragon Innovation is a manufacturing services firm.,Exited,2013,http://www.dragoninnovation.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d942ca3d6b42de2cc33f93_Dragon.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Dr. B,Dr. B is a telehealth company offering visitless prescription services.,Active,2021,https://hidrb.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d94275e27a4a5745e62384_Dr.%20B.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
DRL,"Drone Racing League is a global, professional drone racing circuit.",Exited,2015,http://thedroneracingleague.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d94124053370caa4aaacc8_DRL.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Elm Biosciences,Elm Biosciences is the intentional skincare platform for living and aging well.,Active,2025,https://elmbiosciences.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d94316d7b3478ba81927ea_Elm%20Biosciences.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Even Financial,Even Financial is a supply-side platform for marketplace lending and consumer finance.,Exited,2015,http://www.evenfinancial.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dfb33e564a7dee64b3adb4_Even%20Financial.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
